#CODE GEOPOST;pltri;service mark;FAMILLE GEO ;service text;description produit;PRODUIT CHRONOPOST;NAT OU INTER;parstictise jour;CDB13 O N;PRECOCE;MULTICOLIS fr;instance poste;SAC o OU n;SUFFIXE;CODE fact;libel25;CODE EXP;SERVICE ELEMENT2;libelle fa;ON;;
#;;;;;;;;;;;;;;;;;;;;;;
939;ZJ..;.;22;SD-RD...........;RDV J..............;S;N;SE;O;N;O;O;N;MJ;3L;RDV JOUR...;58;;.............;O;999;
940;ZS..;.;22;SD2-RDV.........;RDV SOIREE J.......;S;N;SE;O;N;O;O;N;MJ;3M;RDV SOIR...;58;;.............;O;999;
941;S9..;V;21;AM0-RDV.........;RDV ...............;S;N;SE;O;O;O;O;N;RV;3N;RDV 8......;58;;.............;O;451;
942;S9..;V;21;AM0-6-RDV.......;RDV SAMEDI.........;S;N;VE;O;O;O;O;N;PV;3N;RDV SA8....;58;;.............;O;452;
941;S9..;V;21;AM0-RDV.........;RDV ...............;S;N;VE;O;O;O;O;N;RV;3N;RDV 8......;58;;.............;O;453;
943;Z13.;V;22;AM2-RDV.........;RDV 13 H...........;S;N;SE;O;N;O;O;N;RV;3O;RDV 13.....;58;;.............;O;461;
944;SZ13;V;22;AM2-6-RDV.......;RDV SAMEDI 13H.....;S;N;VE;O;N;O;O;N;RV;3O;RDV SA13...;658;;.............;O;462;
943;LZ13;V;22;AM2-RDV.........;RDV LUNDI 13H......;S;N;VE;O;N;O;O;N;RV;3O;RDV 13.....;58;;.............;O;463;
945;Z18.;V;10;PM2-RDV.........;RDV 18 H...........;S;N;SE;O;N;O;O;N;RV;3P;RDV 18.....;58;;.............;O;471;
946;SZ18;V;10;PM2-6-RDV.......;RDV SAMEDI 18H.....;S;N;VE;O;N;O;O;N;RV;3P;RDV SA18...;658;;.............;O;472;
945;LZ18;V;10;PM2-RDV.........;RDV LUNDI 18H......;S;N;VE;O;N;O;O;N;RV;3P;RDV 18.....;58;;.............;O;473;
947;ZJ..;.;22;SD2-RD2-SWAP....;SWAP SAME DAY RDV..;S;N;SE;O;N;O;O;N;MJ;3V;SWAP JOUR J;58;;.............;O;999;
425;ZS..;V;22;PM3-RDV2-SWAP...;SWAP RDV 18H 22H...;S;N;SE;O;N;O;O;N;MJ;3W;SWAP RDV...;58;;.............;O;9999;A01
948;ZS..;V;22;PM3-RDV2-SWAP...;SWAP RDV 18H 22H...;S;N;SE;O;N;O;O;N;MJ;3W;SWAP RDV...;58;;.............;O;999;
949;Z13.;V;22;AM0-RDV2-SWAP...;SWAP RDV 8H 10H....;S;N;SE;O;N;O;O;N;RV;3W;SWAP RDV...;58;;.............;O;461;
950;SZ13;V;22;AM0-6-RDV-SWAP..;SWAP RDV SA 8H 10H.;S;N;VE;O;N;O;O;N;RV;3W;SWAP RDV SA;658;;.............;O;462;
949;LZ13;V;22;AM0-RDV-SWAP....;SWAP RDV 8H 10H....;S;N;VE;O;N;O;O;N;RV;3W;SWAP RDV...;58;;.............;O;463;
951;Z18.;V;10;AM2-RDV-SWAP....;SWAP RDV 10 18.....;S;N;SE;O;N;O;O;N;RV;3W;SWAP RDV...;58;;.............;O;471;
952;SZ18;V;10;AM2-6-RDV-SWAP..;SWAP RDV 10 18 SAM.;S;N;VE;O;N;O;O;N;RV;3W;SWAP RDV SA;658;;.............;O;472;
951;LZ18;V;10;AM2-RDV-SWAP....;SWAP RDV 10 18.....;S;N;VE;O;N;O;O;N;RV;3W;SWAP RDV...;58;;.............;O;473;
815;12H.;.;22;AM2-PUP-NO......;CLASSIC PUP........;S;N;SE;N;N;O;O;N;FR;1Y;13H........;72;;.............;O;903;
816;SA12;.;22;AM2-6-PUP-NO....;CLASSIC PUP SAMEDI.;S;N;VE;N;N;O;O;N;FR;1Y;SA13.......;672;;.............;O;904;
815;LU12;.;22;AM2-PUP-NO......;CLASSIC PUP LUNDI..;S;N;VE;N;N;O;O;N;FR;1Y;LU13.......;172;;.............;O;905;
831;18H.;.;10;PM2-MSP.........;COMFORT MPS........;S;N;SE;O;N;O;O;N;JB;16;18H........;16;;.............;O;999;
833;SA18;.;10;PM2-MSP-6.......;COMFORT MPS SAMEDI.;S;N;VE;O;N;O;O;N;JB;16;SA18.......;616;;.............;O;999;
831;LU18;.;10;PM2-MPS.........;COMFORT MSP LUNDI..;S;N;VE;O;N;O;O;N;JB;16;LU18.......;116;;.............;O;999;
839;S9..;.;21;AM1-MPS.........;PREMIUM MPS........;S;N;SE;O;O;O;O;N;EE;2;10H........;2;;.............;O;999;
838;SAS9;.;21;AM1-6-MPS.......;PREMIUM MPS SAMEDI.;S;N;VE;O;O;O;O;N;EE;2;SA10.......;602;;.............;O;999;
841;12H.;.;22;AM2-MPS.........;CLASSIC MPS........;S;N;SE;O;N;O;O;N;FR;1;13H........;1;;.............;O;999;
840;SA12;.;22;AM2-6-MPS.......;CLASSIC MPS........;S;N;VE;O;N;O;O;N;FR;1;SA13.......;601;;.............;O;999;
430;12H.;.;22;RETURN-AM1......;RETOUR PREMIUM.....;O;N;SE;O;N;O;O;N;JB;2;RETURN.....;2;;.............;O;911;
431;12H.;.;22;RETURN-AM1......;RETOUR CLASSIC.....;O;N;SE;O;N;O;O;N;JB;1;RETURN.....;1;;.............;O;912;
432;18H.;.;10;RETURN-AM3......;RETOUR COMFORT.....;O;N;SE;O;N;O;O;N;JB;16;RETURN.....;16;;.............;O;913;
842;12H.;.;22;RETURN-AM1......;RETOUR PREMIUM.....;O;N;SE;O;N;O;O;N;JB;2;RETURN.....;2;;.............;O;911;
843;12H.;.;22;RETURN-AM1......;RETOUR CLASSIC.....;O;N;SE;O;N;O;O;N;JB;1;RETURN.....;1;;.............;O;912;
844;18H.;.;10;RETURN-AM3......;RETOUR COMFORT.....;O;N;SE;O;N;O;O;N;JB;16;RETURN.....;16;;.............;O;913;
994;12H.;A;22;AM2-RETURN-FRESH;RETOUR FRAIS.......;O;N;SE;O;N;O;O;N;VF;2R;RETURN FRES;555;;.............;O;999;
995;12H.;A;22;AM2-RETURN-FREES;RETOUR CONGELE.....;O;N;SE;O;N;O;O;N;VF;2S;RETUR FRESS;555;;.............;O;999;
808;12H.;.;CET;AM2-CET-NO.....;CET CLASSIC........;S;N;SE;O;N;O;O;N;FR;2G;CET........;52;;.............;P;46;
848;12H.;R;22;AM2-SH0P-NO.....;CHRONO RELAIS......;S;N;SE;O;N;N;N;N;FR;86;13H REL....;86;;Chrono Relais;P;915;
849;SA12;R;22;AM2-6-SH0P-NO...;CHRONO RELAIS SAME.;S;N;VE;O;N;N;N;N;FR;86;SA13 REL...;686;;ChronI Relais;O;916;
848;LU12;R;22;AM2-SH0P-NO.....;CHRONO RELAIS......;S;N;VE;O;N;N;N;N;FR;86;LU13 REL...;186;;Chrono Relais;O;917;
372;S374;R;22;AM2-6-SH0P-NO...;COLIPOSTE..........;S;N;VE;O;N;N;N;N;FR;86;SA13 REL...;686;;CLP Relais...;O;999;
373;S374;.;10;RETURN-AM3......;RETOUR COLIPOST....;O;N;SE;O;N;O;O;N;JB;16;RETURN.....;16;;Return clp...;O;999;
374;S374;.;10;RETURN-AM3......;RETOUR COLIPOST BTC;O;N;SE;O;N;O;O;N;JB;16;RETURN.....;16;;return clp b.;O;999;
850;12H.;R;22;AM2-ECH-SHOP-NO.;SWAP COMFORT A2PAS.;S;N;SE;O;N;N;N;N;FR;90;13H REL ECH;90;;SWAP A2PAS  .;P;918;
825;SA12;R;22;AM2-6-ECH-SHOP-NO;SWAP COMFORT A2P..;S;N;VE;O;N;N;N;N;FR;90;SA13 REL ECH;690;;SWAP A2PAS .;O;919;
850;LU12;R;22;AM2-ECH-SHOP-NO.;SWAP COMFORT A2PAS.;S;N;VE;O;N;N;N;N;FR;90;LU13 REL ECH;190;;SWAP A2PAS .;O;920;
850;12H.;R;22;AM2-ECH-SHOP-NO.;SWAP COMFORT A2PAS.;S;N;SE;O;N;N;N;N;FR;2I;13H REL ECH.;90;;SWAP RET PA.;P;922;
825;SA12;R;22;AM2-6-ECH-SHOP-NO;SWAP COMFORT A2P..;S;N;VE;O;N;N;N;N;FR;2I;SA13 REL ECH;690;;SWAP RET PA.;O;923;
850;LU12;R;22;AM2-ECH-SHOP-NO.;SWAP COMFORT A2PAS.;S;N;VE;O;N;N;N;N;FR;2I;LU13 REL ECH;190;;SWAP RET PA.;O;924;
851;12H.;R;22;AM2-STAND-SHOP-NO;CONSIGNE A2PAS....;S;N;SE;O;N;N;N;N;FR;91;DIR REL....;91;;ECHANGE TABAC;P;921;
852;R12.;.;22;AM2-ROAD-NO.....;CLASSIC ROAD NO....;S;N;SE;O;N;O;N;N;FR;1X;R13........;71;;CLASSIC ROAD.;P;414;
853;SAR.;.;22;AM2-6-ROAD-NO...;CLASSIC ROAD NPO SA;S;N;VE;O;N;O;N;N;FR;1X;SAR........;671;;CLASSIC ROAD.;P;415;
852;LUR.;.;22;AM2-ROAD-NO.....;CLASSIC ROAD NPO LU;S;N;VE;O;N;O;N;N;FR;1X;LUR........;171;;CLASSIC ROAD.;P;416;
406;12H.;.;22;AM2-PO..........;CLASSIC PO.........;S;N;SE;O;N;O;N;N;FR;93;13H........;93;;CHRONOPOST13.;O;9818;A27
407;SA12;.;22;AM2-6-PO........;CLASSIC SAMEDI PO..;S;N;VE;O;N;O;N;N;FR;93;SA13.......;693;;CHRONOPOST13.;O;9819;A27
406;LU12;.;22;AM2-PO..........;CLASSIC PO LU......;S;N;VE;O;N;O;N;N;FR;93;LU13.......;193;;CHRONOPOST13.;O;9820;A27
855;12H.;.;22;AM2-PO..........;CLASSIC PO.........;S;N;SE;O;N;O;N;N;FR;93;13H........;93;;CHRONOPOST13.;O;818;
854;SA12;.;22;AM2-6-PO........;CLASSIC SAMEDI PO..;S;N;VE;O;N;O;N;N;FR;93;SA13.......;693;;CHRONOPOST13.;O;819;
855;LU12;.;22;AM2-PO..........;CLASSIC PO LU......;S;N;VE;O;N;O;N;N;FR;93;LU13.......;193;;CHRONOPOST13.;O;820;
856;R12.;.;22;AM2-ROAD-NO.....;CLASSIC ROAD.......;S;N;SE;O;N;O;N;N;FR;94;R13........;94;;ROAD.........;O;999;
857;SAR.;.;22;AM2-6-ROAD-NO...;CLASSIC ROAD SA....;S;N;VE;O;N;O;N;N;FR;94;SAR........;694;;ROAD.........;O;999;
856;LUR.;.;22;AM2-ROAD-NO.....;CLASSIC ROAD LU....;S;N;VE;O;N;O;N;N;FR;94;LUR........;194;;ROAD.........;O;999;
858;18H.;.;10;PM2-NO..........;COMFORT NP.........;S;N;SE;O;N;O;N;N;JB;96;18H........;96;;COMFORT......;O;999;
859;SA18;.;10;PM2-6-NO........;COMFORT NP SAMEDI..;S;N;VE;O;N;O;N;N;JB;96;18H........;696;;COMFORT......;O;999;
858;LU18;.;10;PM2-NO..........;COMFORT NP LUNDI...;S;N;VE;O;N;O;N;N;JB;96;LU18.......;196;;COMFORT......;O;999;
860;R12.;.;22;AM2-ROAD-NO.....;CLASSIC ROAD.......;S;N;SE;O;N;O;N;N;FR;98;R13........;98;;ROAD.........;O;999;
861;SAR.;.;22;AM2-ROAD-6-NO...;CLASSIC ROAD SA....;S;N;VE;O;N;O;N;N;FR;98;SAR........;698;;ROAD.........;O;999;
860;LUR.;.;22;AM2-ROAD-NO.....;CLASSIC ROAD LU....;S;N;VE;O;N;O;N;N;FR;98;LUR........;198;;ROAD.........;O;999;
156;18H.;.;10;EGS1............;EGS1...............;O;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;1000;
289;18H.;.;22;AM2 BOX.........;STANDARD BAG.......;O;.;SE;N;N;N;N;O;KK;16;BOX 18H....;16;;.............;P;1001;
289;DPD.;.;22;AM2 BOX.........;STANDART BAG.......;O;I;SE;O;N;N;N;O;JF;44;BOX INT....;44;;.............;P;999;
290;18H.;.;51;MAIL-BAG........;PARCELL LETTER BAG.;O;.;SE;N;N;N;N;O;JB;16;BOX .......;16;;.............;P;1001;
291;18H.;.;55;IP..............;INTERNAL PARCEL....;O;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;1001;
292;18H.;.;56;NPOD BOX........;???????????????....;O;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;1001;
293;12H.;.;10;PM2 BOX.........;BAG AM2............;O;.;SE;N;N;N;N;O;KK;1;BOX 13H.....;1;;.............;P;1001;
882;10H.;.;..;PG BOX..........;BAG AM1............;O;.;SE;N;O;N;N;O;KK;20;BOX 8H.....;20;;.............;P;1001;
298;DPD.;.;63;RETURN SENDER...;RETURN SENDER......;O;.;SE;O;N;N;N;N;JB;1;RET........;16;;.............;P;1002;
299;DPD.;.;60;RETURN..........;RETURN.............;O;.;SE;O;N;N;N;N;FR;1;RET........;1;;.............;P;1003;
300;DPD.;.;61;RETURN..........;RETURN.............;O;.;SE;O;N;N;N;N;JB;16;RET........;16;;.............;P;1004;
301;DPD.;.;62;RETURN HAZ......;RETURN HAZ.........;O;.;SE;O;N;N;N;N;JB;16;RET........;16;;.............;P;1005;
303;12H.;.;30;IE2 MPS.........;IE2-MPS............;O;.;SE;O;N;N;N;N;FR;1;12H........;1;;.............;P;1006;
305;SA12;.;30;IE2-6-MSP.......;IE2-6-MPS..........;O;.;VE;O;N;N;N;N;FR;1;SA12.......;601;;.............;P;1008;
102;18H.;.;1;D-HAZ...........;D-HAZ..............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2002;
103;18H.;.;1;D-6.............;D-6................;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2003;
104;18H.;.;1;D-HAZ-6.........;D-6-HAZ............;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2004;
105;18H.;.;1;D-EXW...........;D-EXW..............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2005;
106;18H.;.;1;D-EXW-HAZ.......;D-EXW-HAZ..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2006;
107;18H.;.;1;D-EXW-6.........;D-EXW-6............;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2007;
108;18H.;.;1;D-EXW-HAZ-6.....;D-EXW-6-HAZ........;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2008;
109;18H.;.;1;D-COD...........;D-COD..............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2009;
110;18H.;.;1;D-COD-HAZ.......;D-COD-HAZ..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2010;
111;18H.;.;1;D-COD-6.........;D-COD-6............;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2011;
113;18H.;.;1;D-SWAP..........;D-SWAP.............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2013;
115;18H.;.;1;D-SWAP-6........;D-SWAP-6...........;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2015;
116;18H.;.;1;D-SWAP-HAZ-6....;D-SWAP-6-HAZ.......;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2016;
117;18H.;.;1;D...............;D..................;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2017;
118;18H.;.;1;D-BACK..........;D-BACK.............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2018;
119;18H.;.;1;D-HAZ-BACK......;D-HAZ-BACK.........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2019;
120;18H.;.;1;D+..............;D+.................;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2020;
121;18H.;.;1;D-HAZ+..........;D-HAZ+.............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2021;
122;18H.;.;1;D-6+............;D-6+...............;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2022;
123;18H.;.;1;D-HAZ-6+........;D-6-HAZ+...........;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2023;
124;18H.;.;1;D-EXW+..........;D-EXW+.............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2024;
125;18H.;.;1;D-EXW-HAZ+......;D-EXW-HAZ+.........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2025;
126;18H.;.;1;D-EXW-6+........;D-EXW6-6...........;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2026;
127;18H.;.;1;D-EXW-HAZ+6+....;D-EXW-6-HAZ+.......;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2027;
128;18H.;.;1;D-COD+..........;D-COD+.............;T;.;SE;O;O;N;N;N;JB;16;18H........;16;;.............;P;2028;
129;18H.;.;1;D-COD-HAZ+......;D-COD-HAZ+.........;T;.;SE;O;O;N;N;N;JB;16;18H........;16;;.............;P;2029;
130;18H.;.;1;D-COD-6+........;D-COD-6+...........;T;.;VE;O;O;N;N;N;JB;16;18H........;616;;.............;P;2031;
131;18H.;.;1;D-COD-HAZ+6+....;D-COD-6-HAZ+.......;T;.;VE;O;O;N;N;N;JB;16;18H........;616;;.............;P;2031;
132;18H.;.;1;D-SWAP+.........;D-SWAP+............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2032;
133;18H.;.;1;D-SWAP-HAZ+.....;D-SWAP-HAZ+........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2033;
134;18H.;.;1;D-SWAP-6+.......;D-SWAP-6+..........;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2034;
135;18H.;.;1;D-SWAP-HAZ-6....;D-SWAP-6-HAZ+......;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2035;
137;18H.;X;2;D-6.............;SMALL..............;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2037;
138;18H.;X;2;D-EXW...........;SMALL..............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2038;
139;18H.;X;2;D-EXW-6.........;SMALL..............;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2039;
140;18H.;X;2;D-COD...........;SMALL..............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2040;
141;18H.;X;2;D-COD-6.........;SMALL..............;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2041;
142;18H.;X;2;D-SWAP..........;SMALL..............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2042;
143;18H.;X;2;D-SWAP-6........;SMALL..............;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2043;
144;18H.;X;2;D...............;SMALL..............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2044;
145;18H.;X;2;D-BACK..........;SMALL..............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2045;
146;18H.;X;2;D+..............;SMALL+.............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2046;
147;18H.;X;2;D-6+............;SMALL+.............;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2047;
148;18H.;X;2;D-EXW+..........;SMALL+.............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2048;
149;18H.;X;2;D-EXW-6+........;SMALL+.............;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2049;
150;18H.;X;2;D-COD+..........;SMALL+.............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2050;
151;18H.;X;2;D-COD-6+........;SMALL+.............;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2051;
152;18H.;X;2;D-SWAP+.........;SMALL+.............;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2052;
153;18H.;X;2;D-SWAP-6+.......;SMALL+.............;T;.;VE;O;N;N;N;N;JB;16;18H........;616;;.............;P;2053;
154;18H.;.;5;PARCELLetter....;PARCELLeller.......;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2054;
155;18H.;.;10;PM2.............;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;DPD UR 18..;16;;DPD UR 18....;P;2055;
157;18H.;.;10;PM2-HAZ.........;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2057;
158;18H.;.;10;PM2-EXW.........;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2058;
159;18H.;.;10;PM2-EXW-PO......;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2059;
160;18H.;.;10;PM2-EXW-HAZ.....;GUARANTEE..........;T;.;SE;O;N;N;O;N;JB;16;18H........;16;;.............;P;2060;
161;18H.;.;10;PM2-COD.........;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2061;
162;18H.;.;10;PM2-COD-PO......;GUARANTEE..........;T;.;SE;O;N;N;O;N;JB;16;18H........;16;;.............;P;2062;
163;18H.;.;10;PM2-COD-HAZ.....;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2063;
164;18H.;.;10;PM2-SWAP........;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2064;
165;18H.;.;10;PM2-SWAP-HAZ....;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2065;
166;18H.;.;10;PM2-BACK........;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2066;
167;18H.;.;10;PM2-HAZ-BACK....;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2067;
168;18H.;.;10;PM2+............;GUARANTEE..........;T;.;SE;O;N;N;O;N;JB;16;18H........;16;;.............;P;2068;
169;18H.;.;10;PM2-PO+.........;GUARANTEE..........;T;.;SE;O;N;N;O;N;JB;16;18H........;16;;.............;P;2069;
170;18H.;.;10;PM2-HAZ+........;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2070;
171;18H.;.;10;PM2-EXW+........;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2071;
172;18H.;.;10;PM2-EXW-PO+.....;GUARANTEE..........;T;.;SE;O;N;N;O;N;JB;16;18H........;16;;.............;P;2072;
173;18H.;.;10;PM2-EXW-HAZ+....;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2073;
174;18H.;.;10;PM2-COD+........;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2074;
175;18H.;.;10;PM2-COD-PO+.....;GUARANTEE..........;T;.;SE;O;N;N;O;N;JB;16;18H........;16;;.............;P;2075;
176;18H.;.;10;PM2-COD-HAZ+....;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2076;
177;18H.;.;10;PM2-SWAP+.......;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2077;
178;18H.;.;10;PM2-SWAP-HAZ+...;GUARANTEE..........;T;.;SE;O;N;N;N;N;JB;16;18H........;16;;.............;P;2078;
181;S9..;.;21;AM1-HAZ.........;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2071;
184;S9..;.;21;AM1-6-HAZ.......;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2074;
185;S9..;.;21;AM1-EXW.........;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2075;
186;S9..;.;21;AM1-EXW-NO......;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2076;
187;S9..;.;21;AM1-EXW-HAZ.....;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2077;
188;S9..;.;21;AM1-EXW-6.......;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2078;
189;S9..;.;21;AM1-EXW-6-NO....;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2079;
190;S9..;.;21;AM1-EXW-6-HAZ...;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2070;
191;S9..;.;21;AM1-COD.........;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2071;
192;S9..;.;21;AM1-COD-NO......;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2072;
193;S9..;.;21;AM1-COD-HAZ.....;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2073;
194;S9..;.;21;AM1-COD-6.......;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2074;
195;S9..;.;21;AM1-COD-6-NO....;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2075;
196;S9..;.;21;AM1-COD-6-HAZ...;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2076;
197;S9..;.;21;AM1-SWAP........;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2077;
198;S9..;.;21;AM1-SWAP-HAZ....;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2078;
199;S9..;.;21;AM1-SWAP-6......;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2079;
200;S9..;.;21;AM1-SWAP-6-HAZ..;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2080;
201;S9..;.;21;AM1-SWAP-BACK...;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2081;
202;S9..;.;21;AM1-SWAP-HAZ-BAC;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2082;
203;S9..;.;21;AM1+............;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2083;
204;S9..;.;21;AM1-NPO+........;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2084;
205;S9..;.;21;AM1-HAZ+........;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2085;
206;S9..;.;21;AM1-6+..........;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2086;
207;S9..;.;21;AM1-6-NPO+......;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2087;
208;S9..;.;21;AM1-6-HAZ+......;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2088;
209;S9..;.;21;AM1-EXW+........;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2089;
210;S9..;.;21;AM1-EXW-NPO+....;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2090;
211;S9..;.;21;AM1-EXW-HAZ+....;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2091;
212;S9..;.;21;AM1-EXW-6+......;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2092;
213;S9..;.;21;AM1-EXW-6-NPO+..;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2093;
214;S9..;.;21;AM1-EXW-6-HAZ+..;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2094;
